LIBID,ZIP,POPU_LSA,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,TOTEXPCO,TOTOPEXP,BKVOL,EBOOK,AUDIO_PH,VIDEO_PH,HRS_OPEN,VISITS,ELMATCIR,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,YEAR
KS0289,67669,1297,0,1.45,1.7,63805,8613,0,2703,75121,11992,124623,14273,114285,264,1276,2288,20608,317,178,178,0,3040,3040,0,2017
KS0240,67473,1353,0,1.86,1.99,76359,8497,110,11713,96679,16640,95850,15903,114330,588,1157,2236,18388,2232,166,111,35,4689,3884,501,2017
KS0215,67467,1984,0,1.63,1.73,56390,9094,0,5332,70816,12688,69377,21633,114285,136,1643,2392,15872,753,120,98,0,1559,1322,0,2017
KS0281,66967,1583,0,1.93,1.93,72322,8829,0,12186,93337,5981,69037,13957,114285,188,424,2132,8891,378,30,17,0,988,382,0,2017
KS0080,67637,2050,0,1,1.15,70050,7949,0,0,77999,8412,64507,18189,114410,175,424,2080,5698,1122,20,20,0,1407,1407,0,2017
KS0256,67663,1858,0,1.88,2.41,127200,8992,0,11682,147874,8980,169978,14923,114295,322,738,2522,17225,1453,221,140,6,4101,3127,66,2017
KS0150,67439,3047,0,1,2.9,140164,11484,0,12936,164584,16714,159590,19082,114285,321,2132,2288,14002,419,352,131,21,2361,1448,57,2017
KS0079,67526,2037,1,3.28,3.28,16297,10852,234,17872,45255,12090,43372,27469,114285,1148,1446,2840,22901,821,228,208,5,9860,7376,703,2017
KS0021,66935,1894,0,3.1,3.33,156677,10731,99,47978,215485,21357,199409,19689,114285,1604,3028,2496,28859,2179,169,139,13,3885,3572,73,2017
KS0252,67661,2543,0,0.88,2.89,102255,11120,233,12531,126139,15510,98472,16881,114285,357,1279,2288,12764,460,80,53,12,1885,1506,71,2017
KS0139,67544,2586,0.75,1.5,2.13,92975,10935,258,2000,106168,31300,100298,17203,114285,372,233,1976,8234,690,63,63,0,584,584,0,2017
KS0257,67420,3769,1,3.43,3.83,215902,12011,254,6323,234490,33352,195635,21777,114285,787,2179,2392,19604,1073,35,34,0,495,489,0,2017
KS0270,67665,4500,0,1,2.65,146587,12489,0,13616,172692,21527,161228,23815,114285,1024,1116,2288,28000,1194,199,180,10,4834,4185,181,2017
KS0097,66901,5179,2.13,3.08,3.96,210988,19341,281,10091,240701,31839,221701,41320,114285,724,3093,3022,32566,2332,272,180,10,6552,5433,155,2017
KS0158,67550,6743,0,4.13,4.51,220473,2062,0,4935,227470,45429,229473,45195,114285,1177,1233,2600,33096,1484,340,103,4,2406,1123,32,2017
KS0117,67530,15535,2.25,2.25,11.85,719298,24328,252,32768,776646,31747,798823,68473,114285,925,5448,3004,128939,5826,483,304,105,14117,10316,464,2017
KS0131,67601,21027,2,22.25,25.88,1584263,27087,0,0,1611350,151299,1351389,132436,115796,9195,12761,3380,147531,36752,1179,670,307,30151,18017,5499,2017
KS0271,67401,47336,6,12,38,2996982,47032,0,138331,3182345,312533,2944569,242575,114345,24207,19248,3774,277507,51930,1289,488,209,33341,13762,1310,2017
KS0034,66840,220,0,0.25,0.25,11143,3056,0,149,14348,2082,13597,7839,92665,154,768,728,3171,568,64,38,13,622,306,100,2017
KS0075,66849,255,0,0,0,2300,1329,0,563,4192,1889,3001,2372,92665,40,0,520,624,2,12,8,0,47,35,0,2017
KS0081,66873,291,0,0.25,0.25,7027,2574,0,384,9985,1713,9828,6435,92665,10,22,520,1094,27,60,30,15,206,138,16,2017
KS0177,66449,440,0,0.41,0.41,5114,3016,0,0,8130,2335,13758,3991,92665,10,233,884,1796,332,16,14,1,74,59,8,2017
KS0014,66403,400,0,0.3,0.3,11417,2372,0,49,13838,1366,8596,6211,92665,139,381,624,1321,198,36,36,0,152,152,0,2017
KS0110,67053,508,0,0.64,0.65,25521,5159,204,2261,33145,4711,31832,7008,92665,97,777,963,4394,22,95,70,19,1474,1291,69,2017
KS0140,67451,339,0,0.4,0.4,14021,3003,0,350,17374,1180,8789,2712,92665,0,228,832,826,22,12,12,0,120,120,0,2017
KS0315,66872,572,0,0.6,0.6,11150,3175,0,0,14325,6000,12250,19550,92665,0,0,1248,750,0,0,0,0,0,0,0,2017
KS0093,66851,441,0,0.36,0.36,11533,1702,0,1600,14835,1820,12352,4944,92665,15,670,754,2500,193,18,5,1,147,36,15,2017
KS0052,66937,529,0,0.5,0.5,18024,1830,0,1195,21049,4421,17919,3685,114285,0,159,1040,1969,882,15,15,0,283,283,0,2017
KS0310,66548,644,0,0.65,0.65,33455,5096,0,1150,39701,5210,22610,8080,114285,120,1471,1250,4477,167,16,13,1,325,312,3,2017
KS0124,66945,660,0,0.55,0.55,23750,4701,0,0,28451,4844,18667,15075,114290,0,609,1040,5650,779,15,15,0,132,132,0,2017
KS0305,67487,949,0,0.83,0.92,42072,3294,0,46,45412,3888,42451,9761,92665,97,170,1300,4573,0,42,26,6,277,187,61,2017
KS0084,67441,809,0,0.5,0.53,16815,3247,0,0,20062,3776,17987,18093,92665,35,250,1040,1850,3,11,7,2,214,170,28,2017
KS0282,67480,1040,0,0.68,0.71,33587,6233,286,3433,43539,4596,41920,13815,114285,0,400,1404,4940,130,66,66,0,704,704,0,2017
KS0098,66427,692,0,1.28,1.78,52840,5587,0,52,58479,6754,55820,15189,114285,476,758,1664,8193,84,138,138,0,2169,2169,0,2017
KS0181,66053,8907,2,3,9.45,731661,3152,0,12276,747089,72112,694308,17648,93807,1548,3536,3016,48000,10237,246,132,8,8720,6715,566,2017
KS0033,66845,1082,0,0.4,0.4,18085,6526,17,0,24628,5861,15773,10087,92665,0,70,832,5000,417,0,0,0,0,0,0,2017
KS0044,67431,1361,0,0.85,0.9,45469,8533,0,900,54902,3575,41858,11120,92665,60,1300,1632,6865,185,16,16,0,140,140,0,2017
KS0024,66411,971,0,0.5,0.5,22525,6953,223,674,30375,5399,30005,6504,92665,12,0,1144,7765,0,60,36,18,1094,872,150,2017
KS0309,66968,1076,0,0.88,1.48,61444,7015,0,3317,71776,8564,59445,18437,114285,117,79,1976,8944,653,16,16,0,397,397,0,2017
KS0082,66854,935,0,0.65,0.65,37285,236,261,260,38042,4910,30918,2014,92665,69,620,1124,7800,40,408,215,148,2048,1548,324,2017
KS0005,66835,1780,0,1.43,1.56,70692,449,0,862,72003,16332,75694,17756,92665,54,612,1512,4981,30,46,26,12,220,180,20,2017
KS0251,66866,1329,0,0.7,0.73,65618,8147,0,1250,75015,2477,43996,7809,92665,0,163,1092,3547,217,11,8,0,122,90,0,2017
KS0202,66861,1838,0,1,2.13,90936,7605,253,6095,104889,11285,90095,29087,114285,700,2060,2340,41230,1316,78,56,1,3525,1735,20,2017
KS0063,66846,2060,0,2.15,2.65,105882,8829,259,17153,132123,7333,108662,19912,92665,1028,1658,2424,11861,670,74,58,8,1474,1139,72,2017
KS0138,67063,2887,0,1.79,1.79,76256,10648,282,10797,97983,18566,90101,34615,114285,855,5361,2028,25000,1747,76,67,4,1772,1605,40,2017
KS0135,67449,2362,0,0.86,2.13,82046,10223,181,4259,96709,11338,115279,8579,114285,225,1138,2080,16553,491,334,138,24,3975,2802,293,2017
KS0308,66547,4715,1,4,5.46,258118,1395,205,56412,316130,27940,229348,21489,114339,905,2518,2444,39581,3213,254,181,39,5889,5360,241,2017
KS0207,66508,3294,0,3.98,3.98,235809,10502,251,7752,254314,22783,231839,19733,114285,1048,1542,2366,27924,2870,284,214,8,4878,4452,27,2017
KS0049,67432,4069,0.88,3.3,3.91,187150,10808,0,10300,208258,23228,161757,33579,114332,406,961,2702,28391,1716,57,33,12,1023,787,187,2017
KS0001,67410,6469,1.56,6.7,7.55,416535,11478,211,14250,442474,33866,400888,50559,114285,1232,3077,2652,63065,5655,204,144,5,6128,5558,60,2017
KS0258,66536,25674,2.83,12.23,12.38,540930,8478,284,3625,553317,63931,600941,110494,114285,4539,3999,9646,48204,3578,746,641,16,12209,11630,196,2017
KS0071,66441,35586,2,4,17.25,865000,11166,118,78417,954701,90452,970668,63850,114345,2288,5066,3588,133873,7534,832,563,71,17116,15043,664,2017
KS0083,66801,29635,6,10.98,17.73,987239,10057,267,52309,1049872,112444,985805,89094,114285,2368,5240,3146,142880,9300,581,432,78,16660,13482,715,2017
KS0200,66502,54983,7.7,12.3,42.19,2989853,23980,119,386100,3400052,381102,3210234,110277,115511,7844,11332,3796,356419,57444,891,562,139,34528,26896,3195,2017
KS0062,66417,157,0,0.38,0.38,7000,7924,0,550,15474,1093,10193,4528,92665,40,360,780,1513,0,9,9,0,299,299,0,2017
KS0314,66550,368,0,0.69,0.69,10239,11642,266,6256,28403,2793,28403,7723,92665,375,1167,1326,5044,335,23,13,6,485,366,52,2017
KS0268,66080,452,0,0.68,0.88,15445,11668,174,10981,38268,4806,31380,5411,92665,25,1232,1338,7138,149,184,93,26,1170,498,76,2017
KS0042,66415,511,0,0.41,0.84,28225,16075,0,580,44880,5056,28393,10390,92665,283,853,1742,3472,94,75,11,0,442,122,0,2017
KS0318,66097,1138,0,1.04,1.04,25800,16194,125,1360,43479,7373,46089,16700,92665,376,1458,1950,4682,398,76,59,1,664,537,12,2017
KS0017,66424,496,0,0.5,0.53,16869,11682,0,0,28551,4710,24910,9110,92665,13,744,936,1417,157,29,19,9,385,255,71,2017
KS0078,66023,517,0,0.58,0.68,22312,13133,54,4757,40256,2102,33554,7569,92665,20,707,1040,1612,404,21,14,7,88,77,11,2017
KS0214,66512,4484,0,1,3.25,227263,1855,224,8556,237898,27778,201357,13482,114285,611,3180,2678,26329,1051,340,268,27,5871,5283,225,2017
KS0245,66524,1024,1.43,1.43,2.06,81781,19948,264,28592,130585,13675,117691,14722,92665,812,4626,2352,12994,146,68,68,0,1546,1546,0,2017
KS0234,66060,909,0,0.88,1.48,45498,16197,221,3795,65711,8224,59786,15382,92665,270,4366,1664,28600,569,53,40,13,487,425,62,2017
KS0032,66413,888,0,0.93,0.96,34603,16191,253,4793,55840,6673,55839,12186,92665,608,1916,1650,9483,23,13,10,0,498,365,0,2017
KS0313,66092,1813,0,1.9,1.93,90223,16470,0,9178,115871,12975,104120,18633,92665,297,2856,2080,14780,103,121,49,0,2751,1581,0,2017
KS0040,66414,1393,0.78,0.78,1.13,42613,16343,220,2214,61390,7333,61390,7367,92665,143,1426,1664,7327,185,10,7,0,879,359,0,2017
KS0196,66451,1488,0,0.85,1.64,66236,16370,140,8968,91714,10198,84650,13388,92665,330,2505,1932,8996,263,61,36,9,547,404,42,2017
KS0269,66533,1900,0,2.45,2.5,86084,1075,148,46970,134277,16354,130107,10398,92665,406,3408,2288,44000,96,199,145,2,2744,2317,11,2017
KS0141,66439,1702,0,1.76,1.76,60287,16441,106,5672,82506,7843,80243,14755,92665,392,3354,1820,14673,263,238,182,14,2732,2232,212,2017
KS0191,66052,4259,1,1,3,223550,1766,0,7526,232842,27063,185516,9876,114336,602,2439,2733,12151,1258,47,31,13,598,509,53,2017
KS0241,66066,2133,0,0.85,1.3,59143,16568,250,5671,81632,10523,81128,9141,92775,440,893,2080,14880,836,89,79,0,2413,2333,0,2017
KS0280,66539,2023,1,3.6,3.6,99500,1111,133,53357,154101,15903,147998,8527,92665,159,1127,2652,13698,89,107,79,7,1927,1606,34,2017
KS0066,66088,1890,0.98,0.98,1.48,58200,16494,118,850,75662,9125,86046,12531,92665,99,886,2354,9270,205,23,15,2,452,162,14,2017
KS0294,66086,5326,1,2,3,343183,19225,260,14453,377121,32619,313195,31771,114285,2454,3018,3276,76966,1817,1051,702,283,17867,13117,3694,2017
KS0204,66534,2584,0,1,3.75,148966,20416,273,10635,180290,28462,146725,27890,114285,1338,2551,2652,20443,921,110,47,13,1807,1457,75,2017
KS0277,66538,2048,0,0.9,2.25,122543,20252,0,7836,150631,22562,135684,19998,92665,1474,3702,2652,24450,533,18,17,0,926,779,0,2017
KS0185,66523,2837,1,2,3.8,174770,20497,252,19984,215503,27909,195406,18244,92665,1455,2821,2652,44259,230,389,310,52,2628,1994,141,2017
KS0015,66006,4677,0.88,0.88,1.28,140897,21047,192,6646,168782,23457,136879,19538,92845,1015,2011,2704,35125,2336,150,126,16,4633,4219,169,2017
KS0018,66007,10642,2,9.18,11.03,839452,3611,0,20000,863063,123780,789287,51899,114293,2325,8163,3328,97756,4877,749,367,137,30892,19992,5555,2017
KS0221,66434,3065,1,5.5,5.5,152300,24456,218,88646,265620,36526,292117,29888,114285,782,1672,3172,40338,2886,419,304,11,6504,4826,90,2017
KS0087,66025,7737,2,6.3,6.53,275230,21973,291,19491,316985,40036,324446,12936,114285,463,2032,2704,43548,1359,236,208,20,7798,6978,425,2017
KS0248,66071,5568,1,5.9,6.08,255656,25190,0,25308,306154,34990,306284,27920,92665,1115,1794,3120,26000,844,183,165,6,3364,3068,66,2017
KS0239,66064,4308,0,1,4.2,134229,20935,0,0,155164,19652,155164,20337,92665,573,2527,2392,21055,51,521,311,142,5873,4198,1095,2017
KS0182,66072,2099,0,1.8,1.8,65194,4929,106,2922,73151,3555,65384,8267,92665,307,2071,2024,8929,142,58,41,10,492,379,46,2017
KS0025,66012,7665,2,3,8.53,588678,4007,268,80674,673627,81701,615927,47300,114285,2540,4616,3328,127686,5191,583,406,48,22091,18223,1999,2017
KS0180,66833,1160,0,0.4,0.65,44136,245,0,160,44541,4876,29716,9131,92665,156,447,1196,2156,138,24,19,0,85,60,0,2017
KS0244,66067,12356,2.1,2.1,13.43,866020,33954,250,82370,982594,131519,906909,55138,92665,2225,5194,2912,135125,972,971,636,65,11920,8998,1126,2017
KS0010,66002,10679,2,4,12.5,516985,32309,319,12154,561767,63457,516338,49274,114285,2628,4952,2964,77573,1393,213,96,17,3566,2321,242,2017
KS0173,66048,36154,2.8,3.73,19.53,1534421,46707,0,68569,1649697,152850,1230489,71230,114285,5507,8325,3536,139722,8526,496,346,145,12327,10966,1082,2017
KS0238,66061,135473,12.65,12.65,55.31,4922470,40499,98,268356,5231423,655792,4757010,153606,107459,12304,31746,6664,493215,129449,1343,603,464,26318,15686,6689,2017
KS0172,66044,95358,18.9,18.9,63.93,4111719,95684,258,541242,4748903,619853,4452828,142921,109546,20006,22606,3796,668412,56610,1358,730,174,53617,38271,4771,2017
KS0295,66604,174223,29,35,182.48,15369325,52708,0,2570999,17993032,1753420,18041770,225064,145001,23490,66401,11771,728422,237682,3965,3036,97,89843,66834,1219,2017
KS0161,66101,156166,25,25,127.48,7789067,46970,0,2525604,10361641,941431,10570858,351120,142700,41004,73988,17472,729040,9422,3532,1742,238,49394,26806,2958,2017
KS0156,66212,441313,57.5,58.5,248.23,32545989,132153,0,1592154,34270296,3399511,34274850,773540,156633,96079,145226,34773,2394178,365305,2765,1962,211,91586,70365,8594,2017
KS0112,67736,74,0,0.23,0.23,4980,3823,0,25,8828,340,8496,7550,92665,225,1235,468,3660,0,10,10,0,123,123,0,2017
KS0153,67643,93,0,0.26,0.26,4447,3829,203,865,9344,1150,10842,2238,114424,105,13,416,1680,168,6,5,0,105,96,0,2017
KS0231,67653,146,0,0,0,2148,3045,267,0,5460,1671,2198,2194,114424,120,850,744,574,144,16,16,0,104,104,0,2017
KS0219,67738,238,0,0.15,0.15,4471,3074,0,218,7763,1532,8625,6267,92665,7,5,312,1320,250,6,6,0,39,39,0,2017
KS0114,67737,255,0,0.21,0.21,3381,98,0,0,3479,1875,7726,-1,111983,58,276,340,828,-1,24,18,3,62,48,3,2017
KS0175,67645,235,0,0.34,0.34,5900,3872,272,600,10644,625,9596,6309,114424,55,180,675,3250,87,225,185,40,395,350,45,2017
KS0205,67731,432,0,0.44,0.54,10500,5131,0,11294,26925,1675,10926,10288,114424,226,1349,910,2900,644,38,8,0,311,195,0,2017
KS0002,67622,389,0,0.5,0.5,6115,3919,0,500,10534,115,7291,6460,114424,0,92,676,1322,213,75,75,0,500,500,0,2017
KS0152,67752,954,0,1.42,2.09,72854,4436,255,5959,83504,10860,75714,14020,114424,607,1156,2138,14330,469,232,80,23,2335,1516,294,2017
KS0278,67758,749,0,1.1,1.1,24443,3729,136,0,28308,3830,32294,7822,114424,137,4,1870,5339,264,72,51,9,741,493,22,2017
KS0285,67756,1294,0,1.4,1.5,59845,5193,260,19753,85051,8191,60580,11978,114424,139,219,1820,13980,593,104,89,0,1269,1173,0,2017
KS0236,67748,2098,0,3,3,184791,5670,0,3286,193747,14599,157736,14294,114501,642,625,2600,19903,1332,536,477,9,5735,3409,137,2017
KS0237,67749,1700,0,1.83,1.83,64515,5546,173,4837,75071,11798,69052,15642,114285,668,2229,2860,22464,1696,230,106,8,2062,1370,72,2017
KS0233,67654,2812,0,3.9,4.05,145255,6357,181,12000,163793,16365,158661,63576,114426,1488,1164,2900,87000,2674,405,261,34,3448,2674,227,2017
KS0279,67740,2293,0,1.73,1.81,57550,5742,0,8217,71509,4878,60696,23209,114424,553,1473,2052,8609,555,70,65,0,1246,1109,0,2017
KS0012,67730,2549,0.88,0.88,1.09,63530,756,238,16269,80793,10599,69354,16838,114424,343,487,2314,15288,1234,84,38,7,659,523,42,2017
KS0113,67642,2564,0,1,2.5,111632,781,255,13814,126482,15277,103118,28406,114285,584,1418,2418,18868,1227,92,90,1,910,878,22,2017
KS0304,67672,1776,0,1.88,2.23,73222,5346,0,1082,79650,8716,68765,22273,114424,320,1025,1560,8026,455,12,12,0,193,193,0,2017
KS0111,67735,4441,0,3.85,4.05,230790,6844,117,14451,252202,28408,244202,40520,114575,2038,1513,2900,48048,2451,660,353,53,9439,7620,205,2017
KS0253,67701,5419,1,1,6.83,275846,8283,242,51468,335839,24156,335029,37802,114539,2057,1948,3094,69919,3690,679,348,80,11411,6232,2290,2017
FSCS0001,67159,159,0,0.28,0.28,8175,3177,0,543,11895,2301,10529,6115,93194,5,894,572,468,25,47,45,1,162,157,2,2017
KS0250,67566,242,0,0.5,0.63,23400,1061,0,94,24555,3039,18570,7598,92665,330,1088,1039,2712,0,4,4,0,72,72,0,2017
KS0307,67151,239,0,0.15,0.18,4000,72,0,0,4072,2672,4371,3038,92665,25,776,1300,2714,65,28,12,10,85,30,15,2017
KS0293,67581,213,0,0.25,0.25,3326,3225,0,1000,7551,498,4826,4200,92665,44,100,554,1361,0,12,8,4,80,67,13,2017
KS0126,67057,168,0,0.3,0.3,5200,52,0,8205,13457,1565,11229,12440,92954,289,5952,679,1698,16,11,9,1,235,220,8,2017
KS0105,67444,264,0,0.38,0.38,8890,2837,0,1560,13287,208,10993,3175,92665,0,0,790,792,5,28,28,0,140,140,0,2017
KS0302,67149,488,0,0.38,0.44,5587,3826,0,3401,12814,778,10974,3761,92665,3,87,624,799,612,66,36,8,292,135,14,2017
KS0235,67118,458,0,0.28,0.28,9933,4276,0,0,14209,2825,11757,4960,114285,14,61,521,3493,726,18,5,1,472,315,47,2017
KS0192,67457,714,0,0.76,0.76,14513,4897,0,1135,20545,2481,18669,13673,92665,0,0,1560,2411,275,95,33,10,503,235,80,2017
KS0298,67583,378,0,0.35,0.35,10033,2970,0,0,13003,355,11895,7257,92665,0,55,780,1558,63,8,8,0,50,50,0,2017
KS0091,67427,378,0,0.28,0.28,7400,2886,0,200,10486,234,6288,4757,92665,0,2,400,900,3,129,25,52,667,147,52,2017
KS0065,67035,458,0,0.28,0.28,10209,4663,104,3417,18393,1576,18348,6303,92665,31,379,1014,6250,162,79,58,3,1792,1321,147,2017
KS0008,67514,450,0.4,0.4,0.4,11050,3603,0,1105,15758,2347,13876,9094,92665,0,0,988,2214,62,128,68,8,763,439,12,2017
KS0198,67557,537,0,0.33,0.33,12383,5817,0,5194,23394,2751,17195,8639,92665,71,58,676,2582,0,29,24,2,757,723,3,2017
KS0262,67570,672,0,2,2,20296,3375,0,1143,24814,9718,13554,14228,114285,48,2660,2008,12850,288,22,16,6,774,486,288,2017
KS0259,67123,644,0,0.6,0.6,15515,3241,0,770,19526,1939,19338,4270,92665,71,1502,1248,2285,4,23,19,4,325,318,7,2017
KS0176,67074,701,0,5.2,5.2,11978,4303,0,166,16447,1713,5678,7490,92665,0,32,208,950,39,10,10,0,180,180,0,2017
KS0316,67154,713,0,1.94,1.98,55214,11701,0,2292,69207,10160,74478,11863,92665,729,2102,1170,11110,111,115,46,9,3561,2666,131,2017
KS0283,67140,478,0,0.26,0.26,5188,146,0,0,5334,1845,9156,5776,92665,7,250,572,1061,154,20,20,0,220,220,0,2017
KS0011,67009,577,0,0.48,0.51,8000,4954,0,633,13587,2637,16527,12872,92665,149,683,980,1857,14,18,12,6,218,188,30,2017
KS0069,67004,626,0,0.28,0.38,14835,291,280,200,15606,2210,13095,18274,92665,1,520,780,1827,243,19,19,0,80,80,0,2017
KS0203,67464,771,0,0.38,0.38,16904,4847,0,0,21751,7166,21400,8032,92665,0,51,780,2462,9,16,16,0,244,244,0,2017
KS0299,67146,727,0,0.45,0.45,7900,4199,0,0,12099,297,11569,4793,92665,0,557,868,877,155,30,18,0,116,54,0,2017
KS0036,67020,887,0,0,0.48,19170,5480,0,810,25460,2386,20406,7092,92665,249,918,988,4825,488,106,54,52,1092,936,156,2017
KS0148,67546,1353,0,0.63,0.93,26744,11587,301,2227,40859,6042,41150,16207,92665,60,1293,1584,13123,300,18,18,0,275,275,0,2017
KS0225,67108,1030,0,0.6,0.6,28447,5280,0,1171,34898,15730,40288,13128,92665,434,1373,1248,4024,314,76,64,6,1480,1460,20,2017
KS0246,67119,1017,0,0.93,0.93,40746,7090,137,1313,49286,5283,43310,11028,92665,59,747,1861,3177,275,56,45,0,1101,1013,0,2017
KS0130,67543,1212,0,1.5,1.75,48741,10398,0,2617,61756,12676,54258,16486,92665,123,925,1508,8200,29,94,70,10,1440,1045,165,2017
KS0039,67428,956,0,0.33,0.53,8838,4668,0,0,13506,2410,12393,4462,92665,27,250,676,2498,581,124,88,24,1104,888,120,2017
KS0030,67522,1317,0,0.89,1.03,53271,6633,0,0,59904,10511,50551,13103,92665,105,1872,1794,11475,82,51,43,2,770,664,22,2017
KS0229,67561,1021,0,0.75,0.75,20030,5296,0,5117,30443,1023,33206,7178,92665,150,881,1506,3466,242,70,58,6,333,275,6,2017
KS0230,67578,978,0,0.63,1.13,31470,4078,0,21426,56974,33,51424,8413,92665,0,0,1144,1354,129,28,19,8,282,221,35,2017
KS0037,67022,1020,0,0.35,0.73,20940,7592,0,15408,43940,5255,46034,9841,92665,92,524,1200,5679,193,67,13,3,712,264,38,2017
KS0167,67070,980,0,0.5,0.55,19000,405,0,0,19405,4416,16894,16505,92665,300,250,780,12225,313,8,8,0,103,97,0,2017
KS0059,67031,1224,0,0.35,0.35,22444,5539,0,293,28276,6876,27015,10672,92665,42,0,728,3222,356,6,6,0,477,477,0,2017
KS0297,67144,1427,0,1.6,2.2,37709,431,0,0,38140,6330,42266,12405,92665,225,2025,1352,6538,173,30,15,7,578,519,49,2017
KS0224,67107,1737,1,1.93,2.03,78000,18751,190,9935,106876,11700,96270,21649,114285,711,2044,2600,26200,3720,40,32,8,546,500,46,2017
KS0186,67135,1695,0,1.48,1.48,51136,8342,161,2502,62141,5422,36601,10453,92665,46,493,2080,9688,801,19,15,4,230,216,14,2017
KS0145,67576,1214,0,1,3,26500,8567,0,2082,37149,21058,40929,37554,114319,564,1050,3042,29506,839,956,645,236,14677,10249,3349,2017
KS0045,67025,2740,0,1.2,1.25,64725,17583,0,7444,89752,7126,81845,14974,92665,285,844,1902,23157,539,31,29,1,1344,1200,8,2017
KS0127,67058,1376,0,1.2,1.2,54111,11088,241,6124,71564,7313,65460,5421,92665,120,758,1838,7674,502,137,69,37,194,120,17,2017
KS0051,67026,2519,0.9,1.65,2.45,85660,14115,77,1000,100852,9801,100594,16974,114369,694,1857,1872,19630,2100,130,65,49,2364,1100,605,2017
KS0058,67030,2357,0,0.8,1.8,82941,5643,0,3956,92540,12075,82016,15028,92665,49,667,2184,13408,567,104,104,0,2976,2976,0,2017
KS0020,67013,1598,0.53,0.85,0.88,41706,7106,119,3161,52092,5671,45859,6660,92665,28,521,1560,6584,190,87,47,3,1205,995,9,2017
KS0109,67052,4710,0,3.38,3.49,130907,20064,0,33938,184909,33522,184088,31059,92665,559,1897,2704,19578,1305,97,71,17,4869,4459,200,2017
KS0121,67056,2081,0,1,1.75,88000,11830,282,8374,108486,10148,114930,19004,114285,244,813,2272,10612,2183,41,40,0,921,909,0,2017
KS0287,67579,2264,0,1,1.8,60727,9808,234,5681,76450,9529,74019,25979,114285,121,3375,2600,16524,1454,135,112,23,2608,2540,68,2017
KS0072,67039,2484,0,1,1.88,97667,13345,0,6144,117156,16499,102344,23323,114285,546,1203,2132,20785,1398,106,56,16,1555,1287,118,2017
KS0006,67003,2178,0,2.25,2.6,64205,14547,0,4488,83240,18097,117196,30824,92665,846,941,2444,13749,368,40,39,0,477,472,0,2017
KS0188,67104,1930,1,1,2.15,112360,16045,173,11153,139731,28975,115010,14698,152054,393,1196,2348,15097,2799,157,134,5,2965,2780,57,2017
KS0137,67062,3803,1,3.05,3.61,210809,23410,268,12870,247357,34907,241807,37891,114285,1170,2240,2697,38307,4286,213,180,13,3192,2686,128,2017
KS0190,67456,3338,0,1.33,1.43,55021,13812,244,107537,176614,10232,134751,16279,114285,436,1267,1953,17306,924,176,120,0,2108,1532,0,2017
KS0164,67068,3000,0,3.75,3.98,129856,19123,0,50936,199915,12958,165686,31436,114339,537,3148,2600,28300,2054,224,197,26,4212,3592,602,2017
KS0099,67002,12980,1,6,7.65,471900,56984,151,77746,606781,95073,580330,38593,115164,3285,5034,2961,107491,12715,335,308,21,10863,10718,80,2017
KS0197,67554,3671,0,0.75,2.4,68202,13631,146,10549,92528,8115,93416,27011,92665,723,923,2664,17229,258,214,110,8,4933,2754,40,2017
KS0166,67054,2483,0,2.7,2.74,75000,773,0,0,75773,9006,101493,39396,92665,570,2723,4030,8034,780,148,145,0,1892,1663,0,2017
KS0076,67147,7343,0,2.2,4.93,238715,25178,247,10404,274544,40169,256634,44762,114285,2771,1727,2444,38814,4468,222,137,12,6781,4667,187,2017
KS0226,67110,6316,1,1,6.61,416800,21235,219,8809,447063,60689,441115,22440,114679,429,3432,2672,59086,2613,455,280,54,11796,9941,745,2017
KS0013,67010,9321,1,2,6.9,380815,28204,0,19568,428587,26114,376356,28637,114320,472,3879,2780,51634,5574,301,153,19,6477,3286,111,2017
KS0312,67152,7889,1,1,5.2,258883,19241,218,20741,299083,24594,268719,39313,114285,1148,423,2692,20916,3854,293,161,57,3869,3275,226,2017
KS0132,67060,11245,0,8.43,8.43,346715,17209,244,16500,380668,22790,417439,60402,92719,1688,1802,2944,120222,1564,266,182,30,3792,2610,322,2017
KS0260,67124,9584,0,4,5.13,298991,2922,214,82804,384931,48788,332206,27975,114959,967,2387,2660,51497,5775,140,82,27,3059,2324,458,2017
KS0026,67042,13141,1.73,2.73,9.03,474107,41145,273,42407,557932,57787,557932,46935,114357,2647,4066,3120,89794,7737,200,154,10,2090,1774,79,2017
KS0320,67156,12284,0,4,7.76,538895,56287,99,39600,634881,45581,560962,57633,114292,1580,5061,3286,95703,7425,356,259,23,9105,7162,418,2017
KS0211,67460,13164,1,1,12.48,863266,46495,0,26386,936147,83984,883481,81407,92665,2091,3126,3432,124611,1888,505,347,78,10855,9128,832,2017
KS0068,67037,23633,1,5,20.07,1470693,97734,0,148638,1717065,254556,1694217,95652,116045,13437,15573,3484,198769,30428,598,286,185,20240,13760,2035,2017
KS0007,67005,12063,0,4.63,7.13,353596,66524,247,26583,446950,42578,409236,40374,114894,1405,2537,3120,49117,3749,113,61,32,2925,1972,501,2017
KS0228,67114,19105,2,2,10.1,760101,61523,269,51578,873471,133806,816863,80434,114719,3544,6338,3432,105746,13131,747,288,170,17305,11024,2596,2017
